-14.3,2055.6,4.7
-12.4,1620,3.6
-11.1,1206,1.1
-10.6,1425.6,0.6
-10.7,1530,0.6
-10.8,1400.4,1.7
-12.4,1180.8,1.1
-14.3,1450.8,1.1
-13.1,1699.2,1.1
-14.6,1954.8,1.9
-13.9,2206.8,2.5
-13.6,2581.2,1.9
-13.3,2286,1.9
-13.5,1810.8,1.9
-12.6,1987.2,0.6
-12.6,1368,1.1
-14,1119.6,1.7
-13.3,997.2,0.6
-13.7,1501.2,1.1
-14,1821.6,1.7
-13.7,1828.8,1.1
-14.2,1519.2,0.6
-14.6,1249.2,1.7
-14.7,1425.6,2.5
-14.5,1461.6,1.1
-13.7,1332,1.1
-13.6,1537.2,0
-13,1760.4,0
-13.4,1915.2,0.6
-13.1,1940.4,1.1
-12.5,2016,0.6
-14.2,2361.6,3.1
-14,2635.2,3.6
-14.2,2739.6,2.5
-14.6,2739.6,2.5
-14.7,2653.2,1.7
-14.4,2440.8,0.6
-13.7,2142,0
-13.2,2120.4,0.6
-14.6,1753.2,0.6
-14.2,1796.4,1.1
-14.6,2008.8,1.7
-14.9,1886.4,1.7
-13.4,1796.4,0
-14.4,1670.4,0.6
-14.5,1674,0.6
-14.6,1072.8,0.6
-15.3,907.2,1.7
-14.1,676.8,1.1
-13.5,1191.6,1.7
-13.8,1742.4,1.7
-14.6,2001.6,2.5
-14.9,2181.6,3.1
-15,2030.4,3.6
-15.1,2052,2.5
-14.8,1951.2,1.9
-15,2437.2,2.5
-14.5,2257.2,3.1
-14.6,2595.6,3.1
-14.5,2617.2,3.1
-14.8,2368.8,2.5
-14.5,2192.4,3.1
-14.5,2365.2,3.1
-14.7,1645.2,1.7
-15.1,2268,1.1
-15.2,2422.8,1.9
-15,2329.2,1.1
-15.3,2192.4,1.9
-15.5,2095.2,1.9
-16.6,1756.8,1.7
-15.3,1605.6,0
-15.4,1609.2,0.6
-15.4,1454.4,0.6
-16,1602,1.1
-15.8,1591.2,1.1
-12.9,1717.2,3.1
-12.8,1810.8,5.3
-12.1,1699.2,8.9
-12,2073.6,9.2
-11.9,2106,9.2
-11.8,2214,8.9
-11.8,2692.8,7.2
-11.7,3034.8,8.9
-11.6,3063.6,9.2
-13.7,3038.4,2.5
-14.5,3016.8,3.1
-14.6,2944.8,3.1
-14.7,2872.8,3.6
-14.5,2761.2,2.5
-14.7,2635.2,2.5
-14.9,2491.2,1.9
-15,2383.2,1.7
-15.3,2088,1.1
-16.2,1915.2,0.6
-16.3,2156.4,0.6
-15.6,2224.8,0.6
-17,2088,0.6
-16.8,2026.8,1.1
-17.6,2124,1.7
-15.8,2300.4,0.6
-16.1,2462.4,0.6
-17.2,2653.2,0.6
-17.9,2772,0.6
-16.8,2872.8,1.1
-16.7,2937.6,0.6
-15.6,2970,0
-15.1,3132,0
-14.2,3135.6,0
-16.4,2988,1.9
-17.1,3074.4,0.6
-15.5,3009.6,1.1
-15.4,2829.6,1.1
-16.6,2739.6,1.7
-17.5,2696.4,1.9
-17.3,2498.4,1.1
-17.3,2354.4,1.1
-18.1,2264.4,1.7
-18.7,2156.4,1.7
-18.9,1969.2,2.5
-19.5,1814.4,2.5
-18.7,1508.4,1.9
-19.1,1540.8,1.9
-18.4,1526.4,1.9
-17.4,1400.4,2.5
-16.5,1098,1.9
-16,1087.2,1.7
-15.2,637.2,1.1
-15.6,594,1.7
-15.4,622.8,1.9
-15.1,1350,4.7
-14.7,1828.8,4.7
-14.9,1692,4.2
-15.7,1699.2,1.9
-15.9,2250,1.1
-15.5,2037.6,0.6
-15.2,2109.6,0.6
-16.2,2206.8,1.1
-17.7,2408.4,1.9
-18.1,2232,1.7
-17.4,2052,0.6
-18.2,2044.8,0
-18.6,1897.2,1.1
-18.8,1713.6,1.1
-18.8,1702.8,0.6
-18.8,1562.4,0.6
-18.1,1533.6,0
-18.2,1551.6,0.6
-18.4,1749.6,1.7
-18.7,1828.8,1.7
-18.7,1731.6,2.5
-18.9,2098.8,3.1
-18.7,2412,3.6
-18.9,2278.8,3.1
-18.8,2458.8,1.7
-18.8,2728.8,1.9
-18.9,2898,1.9
-19.3,2797.2,2.5
-18.9,2613.6,1.9
-19.3,2358,2.5
-19.3,2430,3.1
-19.5,2440.8,3.6
-19.5,2246.4,3.6
-19.1,2116.8,3.6
-19.4,2106,4.7
-19.6,1836,4.7
-19.7,1443.6,4.2
-19.4,1278,1.7
-19.6,1353.6,1.9
-19.8,1321.2,4.2
-19.7,1206,2.5
-19.6,1386,1.7
-19.6,1713.6,1.7
-19.4,1468.8,0.6
-19.4,1425.6,1.9
-19.7,1465.2,1.7
-19.4,1558.8,1.7
-19.4,1656,1.7
-19.2,1792.8,1.7
-19.2,2318.4,1.7
-19.2,2282.4,1.7
-19.1,1976.4,1.7
-19.1,2084.4,1.9
-18.7,2080.8,1.7
-18.8,2030.4,1.7
-18.7,2102.4,1.1
-18.9,1994.4,1.7
-19.1,2289.6,1.9
-19,2329.2,1.9
-19.1,2120.4,1.9
-19.2,1728,1.1
-19.3,1544.4,1.7
-19.4,1609.2,1.7
-19.5,1544.4,1.1
-19.4,1634.4,0.6
-19.6,1764,2.5
-19.8,1915.2,2.5
-19.9,1940.4,1.9
-19.8,1720.8,1.7
-20.1,2016,1.9
-19.8,2156.4,1.7
-19.9,2347.2,1.7
-19.8,2541.6,1.7
-19.4,2426.4,1.1
-19.4,2757.6,1.1
-19.7,2707.2,2.5
-19.9,2476.8,2.5
-19.7,2221.2,1.7
-19.6,2232,1.7
-20,2242.8,1.9
-19.9,2232,1.9
-19,2156.4,1.1
-20.4,2034,1.7
-20.4,2016,1.1
-21.1,1656,2.5
-21.6,1681.2,2.5
-21.4,1393.2,1.9
-20.9,1018.8,1.9
-20.6,1404,1.9
-20.6,1216.8,2.5
-20.4,1134,2.5
-20.3,1177.2,3.6
-20.3,1188,3.1
-20.2,1396.8,2.5
-20.2,1278,3.1
-20.1,1918.8,4.2
-19.9,1461.6,3.1
-19.8,1602,3.6
-19.6,1648.8,3.1
-19.4,1623.6,2.5
-19.2,1663.2,1.9
-19.2,2185.2,2.5
-19.1,1576.8,1.9
-19,1519.2,2.5
-18.8,1569.6,1.9
-19.1,1735.2,1.1
-19.1,1944,1.7
-19.4,2073.6,2.5
-19.5,1821.6,1.1
-19.5,1411.2,1.7
-19.4,1342.8,1.9
-19.5,1191.6,2.5
-19.3,979.2,1.7
-19.2,1137.6,1.9
-19,1371.6,2.5
-19,1234.8,2.5
-19.1,1360.8,3.6
-19,1742.4,3.6
-18.7,1908,4.7
-18.8,2034,3.6
-18.2,2631.6,2.5
-18,2581.2,1.7
-17.8,2905.2,1.1
-17.8,3024,1.7
-18,2926.8,3.6
-18.3,2966.4,3.6
-18.4,2826,2.5
-18.5,2779.2,1.7
-18.5,2707.2,1.7
-18.5,2613.6,1.7
-19.3,2505.6,1.7
-19.7,2401.2,1.9
-19.7,2102.4,1.1
-18.9,1177.2,1.7
-19.2,1216.8,1.9
-19.2,1180.8,1.7
-19.2,1414.8,1.7
-19.2,1425.6,1.7
-18.9,1562.4,1.7
-17.9,1584,0
-18.3,1591.2,0.6
-18.2,1940.4,1.9
-18,2080.8,2.5
-17.9,2696.4,2.5
-17.2,2930.4,1.7
-17,3031.2,1.7
-17.2,3178.8,2.5
-17.3,3027.6,2.5
-17.2,2988,1.9
-17.5,2955.6,3.1
-17.2,3006,1.9
-17.2,2815.2,1.9
-16.7,2725.2,1.1
-17.2,2682,1.7
-17,2552.4,1.7
-17,2430,1.7
-17.6,2350.8,1.7
-17.1,2304,0.6
-18.9,2394,1.7
-18.3,2314.8,1.7
-19.6,2394,1.9
-17.8,2498.4,0
-18.3,2671.2,1.1
-18,2782.8,0.6
-18.2,2890.8,1.1
-17.7,2988,0.6
-17.7,3070.8,1.1
-17.8,3135.6,1.7
-17.9,3182.4,1.9
-17,3207.6,1.7
-16.6,3211.2,1.9
-15.8,3193.2,1.7
-16.8,3153.6,2.5
-17.2,2588.4,3.1
-17,2376,2.5
-17.7,2761.2,3.6
-17.9,2718,3.1
-17.7,2635.2,1.7
-17.9,2368.8,2.5
-18.1,2178,1.9
-18.5,2214,2.5
-18.9,2124,3.6
-19,2091.6,2.5
-18.5,1918.8,1.7
-18.2,2098.8,2.5
-18.1,2419.2,1.1
-17.7,2304,1.1
-18.2,2239.2,1.7
-17.8,1789.2,1.9
-17.7,2052,2.5
-17.5,2188.8,1.7
-17.5,2502,4.2
-17.3,2505.6,4.2
-17,2437.2,4.7
-17,2383.2,4.2
-16.9,2646,3.1
-16.7,2728.8,4.7
-16.7,2714.4,5.3
-16.6,2786.4,6.7
-16.5,2790,6.1
-16.7,2736,6.1
-16.8,2649.6,5.3
-17.1,2548.8,4.2
-17.2,2502,3.6
-17.1,2426.4,4.7
-17.3,2372.4,4.7
-17.6,2469.6,3.6
-17.4,2412,1.9
-17.4,2487.6,1.1
-17.6,2520,1.7
-17.8,2602.8,1.1
-17,2739.6,1.1
-17.2,2858.4,1.1
-17.6,2854.8,3.6
-16.9,2948.4,1.9
-16.3,2995.2,3.6
-15,3045.6,1.7
-14.9,3222,1.9
-13.1,3225.6,1.1
-14.6,3207.6,0.6
-14.1,3171.6,0.6
-16.4,3114,1.7
-16.5,3038.4,2.5
-16.5,2948.4,1.9
-16.2,2840.4,1.7
-15.6,2728.8,0.6
-15.9,2606.4,0.6
-15.4,2494.8,1.1
-16.7,2412,1.9
-14.2,2368.8,1.9
-12.5,2469.6,8.3
-12,2412,5.3
-11.9,2448,2.5
-11.3,2599.2,9.7
-10.8,2710.8,10.8
-11.6,2818.8,12.2
-11.2,2923.2,9.7
-10.3,3016.8,11.9
-10.2,3096,11.4
-9.3,3160.8,12.2
-9.8,3204,8.9
-9.4,3229.2,10.3
-9.2,3232.8,6.7
-8.5,3214.8,5.3
-8.8,3178.8,6.1
-8.7,3117.6,5.6
-8.6,3045.6,4.7
-10.6,2955.6,1.9
-12.5,2851.2,2.5
-11.9,2667.6,1.7
-12.4,2574,2.5
-13.9,2520,4.2
-13.8,2224.8,2.5
-15,1900.8,1.7
-15.9,1998,1.9
-15.8,1972.8,2.5
-15.6,2030.4,3.1
-16.2,2116.8,3.1
-16,2257.2,3.1
-16.2,2484,1.7
-16.2,2696.4,2.5
-15.5,2631.6,1.1
-15.3,2779.2,0.6
-14.7,3164.4,1.7
-14.9,3211.2,1.7
-14.9,3232.8,1.7
-14.4,3236.4,1.9
-13.8,3222,1.1
-14,3034.8,1.7
-13.6,2995.2,1.7
-14.4,2930.4,1.9
-14.5,2959.2,1.9
-14.5,2772,1.7
-14.6,2656.8,1.9
-15.1,2588.4,1.7
-15.3,2502,1.1
-14.9,2473.2,1.1
-15.1,2210.4,1.7
-15.5,1933.2,1.7
-15.4,1566,1.1
-15.5,1684.8,1.7
-14.7,1936.8,3.1
-14,2181.6,1.1
-13.2,2516.4,0.6
-11.9,2721.6,0.6
-11.1,2916,0.6
-10.7,2919.6,0.6
-11.4,2937.6,1.1
-10.5,3031.2,1.1
-10.3,3024,0.8
-10.2,2998.8,0.8
-10,2998.8,0.6
-10,2916,0.6
-10.2,2646,0.6
-9.5,2692.8,0.6
-9.4,2667.6,0.6
-10.1,2340,0.6
-10.4,2390.4,0.6
-10.3,2246.4,1.1
-11.3,2192.4,1.9
-10.9,2347.2,1.9
-11.2,1832.4,1.7
-11.5,1551.6,1.7
-11,1191.6,1.7
-10.4,1314,1.9
-9.8,1587.6,2.5
-9.9,1472.4,3.1
-9.6,1515.6,3.6
-8.5,1699.2,1.1
-9.2,1717.2,0.6
-8.4,1821.6,0.6
-7.7,2242.8,0.6
-7.3,2397.6,0.6
-6.8,2401.2,0.6
-8.8,2491.2,3.1
-8.6,2386.8,1.9
-7.9,1486.8,1.1
-8.1,2221.2,2.5
-8.2,1998,1.9
-8,1890,1.9
-8,1962,1.9
-8.4,2347.2,1.9
-8.5,2448,2.5
-8.7,2332.8,2.5
-9,2120.4,1.7
-10.2,2062.8,1.9
-10.4,1868.4,1.7
-9.7,1587.6,1.9
-9.5,2052,3.6
-9.5,2142,1.9
-9.9,2091.6,1.1
-9.9,2149.2,1.7
-9.5,2044.8,1.9
-10.3,1868.4,3.1
-9,1843.2,1.7
-8.5,1760.4,1.1
-8.5,1648.8,0
-7.6,1656,0
-8.4,1677.6,1.7
-7.5,1393.2,0.6
-7.8,2095.2,1.1
-7.4,1954.8,0.6
-7.1,2062.8,0.6
-6.1,2138.4,0
-7.6,1940.4,1.1
-8.4,1969.2,0.6
-8,1746,1.7
-9.6,1922.4,1.7
-10.5,1890,1.9
-9.8,2102.4,1.9
-8.6,2271.6,0.6
-7.4,2318.4,2.5
-8.5,2458.8,3.1
-8.6,2523.6,7.8
-8.2,2538,5.6
-8.2,2376,4.7
-7.5,2595.6,6.1
-7.9,2757.6,5.6
-8,2772,1.7
-8,2728.8,1.7
-7.6,2480.4,1.7
-7.9,2757.6,1.9
-6.7,3024,1.1
-6.6,3006,1.9
-7.8,2815.2,2.5
-7.1,2750.4,1.9
-7.6,2610,3.6
-7.4,2682,3.1
-7.2,2689.2,1.7
-9.3,2696.4,3.6
-9.4,2620.8,1.9
-8.6,2520,1.1
-9.4,2394,1.7
-9.9,2404.8,1.7
-9.2,2487.6,1.1
-9.2,2437.2,1.7
-10.4,2498.4,1.7
-10.7,2577.6,1.7
-10.2,2613.6,1.7
-9.6,2768.4,1.7
-9.2,2962.8,1.1
-8.4,3060,0.6
-7.9,3135.6,1.9
-5.3,3200.4,0
-7.3,3240,1.7
-6.6,3261.6,1.1
-4.7,3265.2,1.9
-4.1,3250.8,4.7
-4.1,3218.4,6.7
-4.2,3164.4,4.7
-4.1,3096,7.8
-4.5,3013.2,6.1
-4.2,2916,7.2
-4.5,2808,5.3
-8.4,2707.2,1.9
-6.7,2397.6,1.1
-8.9,2332.8,2.5
-8.4,2340,1.7
-8.3,2394,0.6
-8.5,2329.2,0.6
-8.1,2066.4,0.6
-9.1,1512,1.9
-10.3,1000.8,1.1
-9.7,903.6,2.5
-8.2,633.6,1.1
-7.5,961.2,1.1
-7.2,1083.6,1.9
-6.4,1080,2.5
-5.7,1285.2,3.6
-5.3,1620,2.5
-4.4,2102.4,0.6
-4.7,2152.8,1.1
-6.7,1785.6,6.1
-7.6,1040.4,4.7
-8.2,1177.2,3.1
-8.7,1231.2,4.2
-8.7,1119.6,3.6
-8.9,1321.2,1.7
-8.9,1828.8,3.1
-9.1,1810.8,3.6
-8.8,1875.6,1.1
-8.8,1497.6,0
-9.6,1285.2,0.6
-10.8,1011.6,2.5
-10.3,1238.4,1.7
-10.4,1774.8,2.5
-10.6,1627.2,4.2
-8.8,1713.6,3.6
-8.1,1828.8,4.2
-6.6,1875.6,6.1
-6.7,1328.4,7.2
-6.8,1598.4,8.3
-6.3,2016,6.7
-5.9,1972.8,6.1
-5.9,2088,7.8
-5.7,2041.2,9.7
-5.7,2174.4,10.3
-5.7,1454.4,9.2
-5.5,1389.6,9.2
-5.6,1512,9.7
-5.7,1458,9.2
-6.4,1422,4.7
-6.6,1666.8,3.1
-6.5,1836,1.7
-6.9,1526.4,2.5
-7,1069.2,3.1
-6.8,756,4.2
-7,424.8,2.5
-7.1,432,2.5
-7,590.4,3.6
-7.1,1742.4,4.2
-7.1,1908,3.1
-6.9,1692,3.1
-7.2,1522.8,3.1
-7.2,1598.4,3.1
-7.3,1717.2,2.5
-7.3,2336.4,2.5
-7,2480.4,3.1
-6.7,2664,4.2
-5.7,2775.6,1.9
-6.3,2944.8,1.7
-6.7,2959.2,3.1
-6.4,2872.8,1.1
-7.4,2800.8,1.7
-7.4,2617.2,1.1
-7.8,2293.2,1.1
-8.5,1782,1.9
-9.1,1796.4,3.1
-8.7,1886.4,2.5
-8.2,1681.2,1.7
-8,1695.6,1.1
-8.2,1630.8,1.1
-8.1,1537.2,0.6
-7.9,1357.2,0
-8.3,1281.6,1.1
-8.7,1584,1.9
-9.1,1468.8,1.9
-8.7,1440,1.9
-8.3,1458,0.6
-7.9,2260.8,0.6
-8,2131.2,1.1
-8,2793.6,1.7
-8.1,2912.4,1.7
-7.8,2941.2,1.9
-8,2739.6,1.1
-7.9,2336.4,1.7
-8,2084.4,1.7
-7.3,1814.4,1.7
-7.3,1494,1.1
-6.5,1580.4,1.1
-6,1335.6,1.1
-5.5,1558.8,2.5
-5.1,1216.8,1.7
-4.8,1180.8,1.1
-4.3,1353.6,0.6
-4.5,1461.6,1.1
-4.1,853.2,1.1
-4.8,396,1.7
-4.8,464.4,1.7
-4.7,536.4,1.7
-4.1,615.6,1.7
-3.9,1371.6,1.7
-3.8,1623.6,3.1
-4.4,1818,3.1
-4.1,2541.6,1.9
-3.9,2570.4,1.7
-3.1,2772,1.1
-3.1,3150,1.7
-0.1,3121.2,1.7
1,3052.8,4.7
0.1,2995.2,4.2
0.7,2815.2,6.1
0.8,2808,8.3
0.1,2707.2,3.6
0,2545.2,3.6
-3.2,2206.8,3.6
-3.2,1850.4,1.7
-2.8,1710,1.7
-2,1681.2,1.1
0.1,1573.2,8.9
-0.6,1576.8,7.8
-0.2,1677.6,7.2
-0.5,1753.2,8.3
0.1,1738.8,7.8
0.2,1551.6,8.3
0,1836,7.2
0.8,2088,7.8
0.4,2530.8,6.7
1.2,2584.8,7.2
-1.2,2696.4,2.5
-1.1,2365.2,3.6
-2.2,2574,1.7
-1.9,2070,1.7
-2.1,2422.8,4.2
-2.1,1850.4,2.5
-2.2,1076.4,1.1
-2.2,1000.8,1.7
-2.2,536.4,1.9
-2.2,489.6,1.9
-2,478.8,1.7
-2,576,3.6
-2.1,1177.2,4.7
-2,1033.2,3.6
-2.3,846,2.5
-2.7,1227.6,2.5
-2.8,1249.2,2.5
-3.1,1022.4,1.9
-2.9,583.2,1.1
-3.1,1072.8,3.6
-3.2,1238.4,3.6
-3.4,1450.8,5.6
-3.6,1429.2,3.6
-3.6,1634.4,4.2
-3.6,2124,4.2
-3.8,2512.8,2.5
-3.5,2214,1.7
-3.8,2271.6,1.1
